# 短对话扫描v2 — 全阶段  (diff=关)
# D1二字崩 D2短对白 D3问句句号 D4引号内多句 D5短句接龙 D6零间隔对话 N1短句三连 N2电报超短句 N3电报连发
# 汇总: {'D1': 121, 'D2': 280, 'D3': 66, 'D4': 132, 'D5': 150, 'D6': 297, 'N1': 195, 'N2': 150, 'N3': 75}  |  有发现章节 82

## Ch120: 山谷的访客——亚莉莎与狼人法师 [2：挑逗和接受]
  [D1/严] 情境L20 二字崩(2字): 万一
  [D5/中] 情境L20 3连短对白: 以防万一｜万一｜会很疼的……要先用油。
  [D4/中] 情境L21 引号内2个。: 这是符文室里用的基底油，做药膏也会用到。我……我怕会疼，就带了。
  [D2/中] 情境L21 短对白(5字): 你想到了。
  [D2/中] 情境L23 短对白(4字): 太紧了。
  [D5/中] 情境L23 4连短对白: 等……等一下。｜……你继续吧，慢一点。｜太紧了。｜这里也是暖的。
  [D1/严] 核心L29 二字崩(2字): 怕疼
  [N1/中] 章节终止条件L35 短句三连(最长17字): 3.月光岩上油瓶静静立在石头旁边。洒出的油在月光下闪了一下被夜风吹散。披肩上的油渍还亮着

## Ch651: 暮色里的通讯——暖岩石上的意外（上） [6：放纵]
  [D1/严] 情境L13 二字崩(2字): 骗人~
  [D6/中] 情境L13 零间隔对话: 卡兹尔，你在这里啊~|嗯，我在这里。
  [D6/中] 情境L13 零间隔对话: 你蹲了多久了，脚麻不麻？|有点麻~
  [D6/中] 情境L13 零间隔对话: 有点麻~|来，坐到石头上歇歇。
  [D6/中] 情境L13 零间隔对话: 来，坐到石头上歇歇。|不用啦，我记完这页就走。
  [D6/中] 情境L13 零间隔对话: 不用啦，我记完这页就走。|来等孢子裂开的？
  [D6/中] 情境L13 零间隔对话: 来等孢子裂开的？|是呀~暮光孢子只在黄昏裂开。你也记得？
  [D6/中] 情境L13 零间隔对话: 是呀~暮光孢子只在黄昏裂开。你也记得？|你说过的话，我都记得。
  [D6/中] 情境L13 零间隔对话: 天快黑了，你该回去了。|嗯，我再摘几颗醋栗，带回去给法林尝~
  [D6/中] 情境L13 零间隔对话: 嗯，我再摘几颗醋栗，带回去给法林尝~|那我帮你摘，我够得着高处的。
  [D5/中] 情境L13 7连短对白: 卡兹尔，你在这里啊~｜嗯，我在这里。｜你蹲了多久了，脚麻不麻？｜有点麻~｜来，坐到石头上歇歇。｜不用啦，我记完这页就走。｜来等孢子裂开的？
  [D2/中] 情境L14 短对白(6字): ...那我快一点。
  [D2/中] 情境L14 短对白(3字): 好了。
  [D1/严] 情境L14 二字崩(2字): 谢谢~
  [D6/中] 情境L14 零间隔对话: 卡兹尔，你爪尖细，帮我看看。|好，别急，我看看。
  [D6/中] 情境L14 零间隔对话: 勾得有点紧，你站着别动。|嗯...你呼吸好热...
  [D6/中] 情境L14 零间隔对话: ...那我快一点。|好了。
  [D6/中] 情境L14 零间隔对话: 好了。|谢谢~
  [D5/中] 情境L14 7连短对白: 好，别急，我看看。｜勾得有点紧，你站着别动。｜嗯...你呼吸好热...｜...那我快一点。｜好了。｜谢谢~｜小心！
  [D2/中] 情境L15 短对白(5字): ...我看到了。
  [D2/中] 情境L15 短对白(4字): 对不起。
  [D2/中] 情境L15 短对白(6字): 这又不怪你。
  [D1/严] 情境L15 二字崩(2字): 嗯，
  [D3/中] 情境L15 疑似问句用句号: 你是什么样的人，我知道的。
  [D6/中] 情境L15 零间隔对话: ...卡兹尔...你...|我...我控制不住它。
  [D6/中] 情境L15 零间隔对话: 它自己会出来。|...我看到了。
  [D6/中] 情境L15 零间隔对话: 这又不怪你。|...你真的这么想？
  [D6/中] 情境L15 零间隔对话: 我怕你以为我是故意的。|嗯，
  [D6/中] 情境L15 零间隔对话: ...石头太热了。你靠得又近，还有你身上的味道...|还有我...
  [D5/中] 情境L15 10连短对白: ...卡兹尔...你...｜我...我控制不住它。｜它自己会出来。｜...我看到了。｜对不起。｜不用对不起，｜这又不怪你。｜...你真的这么想？｜我怕你以为我是故意的。｜嗯，

## Ch652: 暮色里的通讯——暖岩石上的意外（中） [6：放纵]
  [D1/严] 情境L12 二字崩(2字): ...不疼...
  [D1/严] 情境L12 二字崩(2字): 好。
  [D2/中] 情境L12 短对白(6字): ...你里面好热。
  [D5/中] 情境L12 6连短对白: 疼不疼？｜...不疼...｜...你慢一点...｜好。｜...你里面好热。｜...嗯...你也好烫~
  [D6/中] 情境L13 零间隔对话: 你！在这种时候提雨蛙？！|雨蛙真的叫得很好听。
  [D6/中] 情境L13 零间隔对话: 春天的时候，整个沼泽都是它们的声音。|...那你还听什么雨蛙！
  [D6/中] 情境L13 零间隔对话: ...那你还听什么雨蛙！|现在不用听了。
  [D6/中] 情境L13 零间隔对话: 你叫得比它们好。|...你学坏了...卡兹尔...
  [D5/中] 情境L13 4连短对白: ...那你还听什么雨蛙！｜现在不用听了。｜你叫得比它们好。｜...你学坏了...卡兹尔...
  [D6/中] 情境L14 零间隔对话: ...嗯...嗯啊~...你的鳞甲在里面，每一下都刮到...|...刮到哪里？
  [D6/中] 情境L14 零间隔对话: ...刮到哪里？|...就是...那里嘛~
  [D6/中] 情境L14 零间隔对话: ...这里？|...嗯啊啊~...对，就是那里！
  [D6/中] 情境L14 零间隔对话: ...你学得真快...|因为是你教的啊，艾玛。
  [D5/中] 情境L14 8连短对白: ...刮到哪里？｜...就是...那里嘛~｜...这里？｜...嗯啊啊~...对，就是那里！｜...你学得真快...｜因为是你教的啊，艾玛。｜...你腹鳞的颜色...现在是什么？｜...当然是你的颜色啊。
  [D3/中] 情境L15 疑似问句用句号: 他找你呢。
  [D2/中] 情境L15 短对白(5字): 他找你呢。
  [D3/中] 情境L16 疑似问句用句号: 艾玛，你在哪呢，天都黑这么久了。
  [D1/严] 情境L16 二字崩(1字): ...嗯
  [D4/中] 情境L16 引号内2个。: 讨厌啦...现在还不能告诉你，等我回来再和你说。亲爱的法林...我爱你哦。
  [D6/中] 情境L16 零间隔对话: ...嗯|...在沼泽，暖岩石这边。
  [D6/中] 情境L16 零间隔对话: 你声音有点喘。|...嗯，沼泽的雾气很浓，人有点晕。
  [D6/中] 情境L16 零间隔对话: ...晚饭在石板上。|...嗯，我很快就回来。
  [D6/中] 情境L16 零间隔对话: 注意沼泽的树根，很滑。|嗯呐~我会小心的，我爱你~
  [D5/中] 情境L16 3连短对白: ...嗯｜...在沼泽，暖岩石这边。｜你声音有点喘。
  [D5/中] 情境L16 5连短对白: 不能告诉你｜...晚饭在石板上。｜...嗯，我很快就回来。｜注意沼泽的树根，很滑。｜嗯呐~我会小心的，我爱你~
  [N2/严] 情境L16 电报超短句(4字): 这是实话
  [D2/中] 情境L17 短对白(5字): 我听到了。
  [D4/中] 情境L17 引号内2个。: 好，我记着。你回去慢慢说，他会懂的。
  [D6/中] 情境L17 零间隔对话: ...我不骗他，从来没骗过他。|我听到了。

## Ch653: 暮色里的通讯——暖岩石上的意外（下） [6：放纵]
  [D6/中] 情境L12 零间隔对话: ...卡兹尔...你顶到那个点了...嗯啊~|...哪个点？
  [D6/中] 情境L12 零间隔对话: ...哪个点？|...就是...最里面嘛~...嗯嗯啊~
  [D5/中] 情境L12 5连短对白: ...那你就看仔细了~｜...卡兹尔...你顶到那个点了...嗯啊~｜...哪个点？｜...就是...最里面嘛~...嗯嗯啊~｜那个点
  [D2/中] 情境L13 短对白(6字): 叫我的名字。
  [D6/中] 情境L13 零间隔对话: 你夹得好紧...我记不住路了。|...那你别记路了...记着我叫你的名字就好~...嗯啊~
  [D6/中] 情境L13 零间隔对话: 叫我的名字。|...卡兹尔...
  [D5/中] 情境L13 3连短对白: 叫我的名字。｜...卡兹尔...｜...嗯嗯...卡兹尔...我要到了...
  [D2/中] 情境L14 短对白(5字): ...接住你了。
  [D2/中] 情境L14 短对白(5字): ...那块石头。
  [N1/严] 情境L14 短句三连(最长9字): 他在她的收缩里闷哼。射在她里面。两人同时呼出一口气
  [N3/中] 情境L14 电报连发(≤10字×3): 他在她的收缩里闷哼。射在她里面。两人同时呼出一口气
  [D3/中] 情境L15 疑似问句用句号: ...你说，我们这样，算怎么回事。
  [D2/中] 情境L15 短对白(4字): ...算倒霉。
  [D1/严] 情境L15 二字崩(2字): 啊？
  [D4/中] 情境L15 引号内2个。: 三回了。前两回是意外，这回是我没忍住。
  [D3/中] 情境L15 疑似问句用句号: 你笑什么。
  [D2/中] 情境L15 短对白(5字): 你笑什么。
  [D2/中] 情境L15 短对白(4字): 我没笑。
  [D2/中] 情境L15 短对白(6字): 那是风吹的。
  [D6/中] 情境L15 零间隔对话: ...你说，我们这样，算怎么回事。|...算倒霉。
  [D6/中] 情境L15 零间隔对话: ...算倒霉。|我不觉得倒霉。
  [D6/中] 情境L15 零间隔对话: 我不觉得倒霉。|啊？
  [D6/中] 情境L15 零间隔对话: 啊？|能遇到你，是运气啊。
  [D6/中] 情境L15 零间隔对话: 真倒霉...我明明是来采样本的。|我在石头上蹲了这么多年，也没想过会在自己地盘上摔这么多次。
  [D6/中] 情境L15 零间隔对话: 我在石头上蹲了这么多年，也没想过会在自己地盘上摔这么多次。|三回了吧？
  [D6/中] 情境L15 零间隔对话: 三回了吧？|三回了。前两回是意外，这回是我没忍住。
  [D6/中] 情境L15 零间隔对话: 你笑什么。|我没笑。
  [D6/中] 情境L15 零间隔对话: 我没笑。|你明明笑了，吻部都裂开了！
  [D6/中] 情境L15 零间隔对话: 你明明笑了，吻部都裂开了！|那是风吹的。
  [D5/中] 情境L15 4连短对白: ...算倒霉。｜我不觉得倒霉。｜啊？｜能遇到你，是运气啊。
  [D6/中] 情境L16 零间隔对话: ...卡兹尔，下次我来采集，说不定又要滑到你身上。|那我天天在这儿等着，反正等雾也是等，等你也是等。
  [D6/中] 情境L16 零间隔对话: 那我天天在这儿等着，反正等雾也是等，等你也是等。|那你可要接住啊~
  [D6/中] 情境L16 零间隔对话: 那你可要接住啊~|接不住的话，我陪你一起摔。
  [D6/中] 情境L16 零间隔对话: 接不住的话，我陪你一起摔。|要摔你自己摔...
  [D2/中] 情境L17 短对白(6字): 嗯，回来了。
  [D4/中] 情境L17 引号内2个。: 饿了吧，晚饭我热着呢。先吃饭，吃完再慢慢说。
  [D3/中] 情境L17 疑似问句用句号: 饿了吧，晚饭我热着呢。先吃饭，吃完再慢慢说。
  [D6/中] 情境L17 零间隔对话: 回来了？|嗯，回来了。
  [D6/中] 情境L17 零间隔对话: 嗯，回来了。|饿了吧，晚饭我热着呢。先吃饭，吃完再慢慢说。
  [D4/中] 情境L18 引号内2个。: 沼泽的泥很软，树根很多，雾气又浓。你黄昏去的，一个人走夜路，我放心不下。
  [D2/中] 情境L18 短对白(3字): ...法林。
  [D3/中] 情境L18 疑似问句用句号: 嗯呢。
  [D2/中] 情境L18 短对白(3字): 嗯呢。
  [D4/中] 情境L18 引号内2个。: ...你说不能告诉我，回来会说。我在等。
  [D6/中] 情境L18 零间隔对话: ...法林。|嗯呢。
  [D6/中] 情境L18 零间隔对话: 嗯呢。|...我在电话里说的...
  [D6/中] 情境L18 零间隔对话: ...我在电话里说的...|...你说不能告诉我，回来会说。我在等。
  [D6/中] 情境L18 零间隔对话: ...醋栗，今天没时间摘。|嗯，明天，我陪你去摘。
  [D5/中] 情境L18 3连短对白: ...法林。｜嗯呢。｜...我在电话里说的...
  [D5/中] 情境L18 3连短对白: ...吃饭，吃完和你说。｜...醋栗，今天没时间摘。｜嗯，明天，我陪你去摘。
  [N1/中] 情境L18 短句三连(最长20字): 她踮起脚在他嘴角印了一个吻。他抚她头发的手在耳尖粉色的位置上停了半拍。他转身去端晚饭

## Ch667: 归还——心跳的证明 [6：放纵]
  [D3/中] 情境L21 疑似问句用句号: 可以……进到你身体里吗。
  [D2/中] 情境L23 短对白(3字): 进来。
  [D5/中] 情境L23 3连短对白: 进来。｜啊……｜啊啊……好深……
  [D2/中] 情境L24 短对白(4字): 你很美。
  [D1/严] 情境L25 二字崩(2字): 暖。
  [D4/中] 情境L25 引号内2个。: 这个声音，你以后来月光岩都能听到。在这里。
  [D2/中] 情境L26 短对白(6字): 全都给他了。
  [D2/中] 情境L26 短对白(6字): 下次带新茶。
  [D5/中] 情境L26 3连短对白: 茶还有半罐，在石头下面。｜全都给他了。｜下次带新茶。
  [N1/中] 核心L30 短句三连(最长18字): 她将他的手按在左胸口让他听心跳的证明。他吻她时她没有推开。茶罐压在那块石头下面
  [N1/中] 章节任务L32 短句三连(最长17字): 什么都没带去月光岩。月语者提出进入被拒后请求只抱她一下。她防线坍塌说进来吧
  [N1/中] 章节终止条件L36 短句三连(最长15字): 石头下面的半罐茶安静地压着。月光百合的花苞轻轻晃了晃还没开。他的尾巴扫过地面一下又一下

## Ch701: 守护者的安息——以身为渡 [7：终局]
  [D4/中] 情境L11 引号内3个。: Aldric。你守了两百年。够了。
  [N2/严] 情境L12 电报超短句(4字): 但她想试
  [D1/严] 情境L13 二字崩(1字): 你
  [D4/中] 情境L13 引号内3个。: Aldric。精灵王的近卫。你的最后一班岗——结束了。
  [D2/中] 情境L15 短对白(4字): 小不点。
  [N2/严] 情境L15 电报超短句(4字): 等他安详
  [N1/中] 情境L17 短句三连(最长19字): 腿间淌着金色、暗紫色、透明的液体混合物。身体在抖。但胸口有一块地方是安静的
  [N2/严] 情境L17 电报超短句(4字): 身体在抖
  [D2/中] 情境L19 短对白(4字): 辛苦了。
  [D2/中] 情境L19 短对白(5字): 你是我的。
  [D2/中] 情境L19 短对白(5字): 我是你的。
  [D5/中] 情境L19 3连短对白: 辛苦了。｜你是我的。｜我是你的。
  [N2/严] 情境L19 电报超短句(4字): - 战后木屋

## Ch721: 两个男人——黄金罗刹的男人们 [8：后日谈]
  [D4/中] 情境L22 引号内2个。: 哦？小菲娜吃醋了？放心，我没说要抢走他。既然是男人，当然两个都要。
  [D3/中] 情境L23 疑似问句用句号: 我是不是很不讲理。
  [D4/中] 情境L23 引号内3个。: 我知道她不是来抢人的。但她刚才那样说，我就是心里不舒服。明明没有道理。
  [D4/中] 情境L23 引号内2个。: 你不是不讲理。你是太在意我了。
  [D4/中] 情境L23 引号内2个。: 笨蛋。我当然在意你。
  [D4/中] 情境L23 引号内2个。: 下次她再说你是她的男人，我还是要生气的。先说好。
  [D4/中] 情境L23 引号内2个。: 快出去吧，那个蜥蜴人回头还得找你。你俩要是不说几句话她明天肯定要问。
  [D3/中] 情境L23 疑似问句用句号: 快出去吧，那个蜥蜴人回头还得找你。你俩要是不说几句话她明天肯定要问。
  [D4/中] 情境L23 引号内2个。: 早点回来。茶给你留着。
  [D4/中] 情境L24 引号内2个。: 刚才那个情况，我活了这么多年头一回遇到。她拍我肩甲时我都没反应过来，反应过来时她已经把你叫住了。
  [D4/中] 情境L24 引号内2个。: 她说'也是我的男人'的时候，我注意到她说的是'也是'，没说'只有'。她选了词。
  [D4/中] 情境L24 引号内2个。: 我没问题了。刚才站在那不知道该怎么办，跟你说了这几句，知道该怎么办了。
  [D4/中] 情境L24 引号内2个。: 奥蕾莉亚校长对你的感情不一样。你要好好把握住啊。
  [D4/中] 情境L24 引号内3个。: 改天跟我打一场。她的剑我领教过很多回了，她说你的剑也好。嘴巴说没用，剑底下见。
  [D2/中] 情境L24 短对白(3字): 随时。
  [D5/中] 核心L29 3连短对白: 也是我的男人｜既然是男人当然两个都要｜太在意我了

## Ch747: 温柔的正面——亚莉莎与狼人法师Ⅲ [8：后日谈]
  [N1/中] 情境L11 短句三连(最长14字): - 满月。亚莉莎到山谷时天已经完全暗了。罗恩在山谷最高处草地等她
  [N2/严] 情境L11 电报超短句(2字): - 满月
  [N1/严] 情境L13 短句三连(最长10字): 然后舌尖碰了她的乳头。一圈。亚莉莎吸了一口气
  [N3/中] 情境L13 电报连发(≤10字×3): 然后舌尖碰了她的乳头。一圈。亚莉莎吸了一口气
  [D2/中] 情境L14 短对白(3字): 我在。
  [D2/中] 情境L14 短对白(5字): 我在学习。
  [D2/中] 情境L14 短对白(3字): 需要。
  [D6/中] 情境L14 零间隔对话: 罗恩——|我在。
  [D6/中] 情境L14 零间隔对话: 可以了吗？|你，不需要每次都说这句话——
  [D6/中] 情境L14 零间隔对话: 你，不需要每次都说这句话——|需要。
  [D5/中] 情境L14 6连短对白: 嗯...等一下...那里...｜罗恩——｜我在。｜我在学习。｜啊...就那里...嗯嗯...｜可以了吗？
  [D1/严] 情境L15 二字崩(1字): 嗯...
  [D6/中] 情境L15 零间隔对话: 亚莉莎，很暖。|不要，说这种话——
  [D5/中] 情境L15 4连短对白: 嗯...｜亚莉莎，很暖。｜不要，说这种话——｜我也是
  [N2/严] 情境L15 电报超短句(2字): 推进
  [N2/严] 情境L15 电报超短句(3字): 到底了
  [N2/严] 情境L16 电报超短句(4字): - 他开始动
  [N2/严] 情境L16 电报超短句(4字): 然后继续
  [N1/中] 情境L17 短句三连(最长18字): 锁住的几秒里他没有动。然后球状组织慢慢缩小。精液从蜜穴口淌出来落在月光百合花瓣上
  [D2/中] 情境L18 短对白(3字): 需要。
  [D1/严] 情境L18 二字崩(2字): 就。
  [D2/中] 情境L18 短对白(4字): 你说谎。
  [D6/中] 情境L18 零间隔对话: 下次，不要每次都停下来问。|需要。
  [D6/中] 情境L18 零间隔对话: 你再这样说话我就——|就。
  [D6/中] 情境L18 零间隔对话: 就。|——就不来了。
  [D5/中] 情境L18 4连短对白: 你再这样说话我就——｜就。｜——就不来了。｜你说谎。
  [N1/中] 情境L18 短句三连(最长14字): 她伸手轻轻拽了一下他胸口的毛。他的回答和第一次一样认真。亚莉莎把脸埋进他胸口

## Ch755: 活着——十四年后的第一句话（上） [8：后日谈]
  [D1/严] 情境L13 二字崩(2字): 骗人
  [D2/中] 情境L13 短对白(5字): 嗯，骗的。
  [D5/中] 情境L13 3连短对白: 玲不疼｜骗人｜嗯，骗的。
  [D4/中] 情境L15 引号内2个。: 我有儿子。他有一只深蓝色的左眼和一只淡褐色的右眼。如果有人在上面见到他，告诉他，
  [D2/中] 情境L19 短对白(3字): 父亲。
  [N1/中] 情境L20 短句三连(最长15字): 这张脸他认得。他在地下做过太多这样的梦了。他的目光移到凯尔推眼镜的手指上
  [N1/中] 情境L20 短句三连(最长13字): 他自己的手指也做过这个动作。目光移到凯尔的眼睛上。和他笔记本最后一页写的一样

## Ch756: 活着——十四年后的第一句话（下） [8：后日谈]
  [D1/严] 情境L22 二字崩(2字): 凯，
  [D2/中] 情境L22 短对白(3字): 凯尔。
  [D2/中] 情境L23 短对白(5字): 真的是你。
  [D4/中] 情境L23 引号内3个。: 你长大了。你和你妈妈一样。你长大了。
  [D2/中] 情境L24 短对白(3字): 没有。
  [D2/中] 情境L24 短对白(3字): 两天。
  [D6/中] 情境L24 零间隔对话: 路上有没有遇到牛头人？|没有。
  [D6/中] 情境L24 零间隔对话: 没有。|走了几天？
  [D6/中] 情境L24 零间隔对话: 走了几天？|两天。
  [D5/中] 情境L24 5连短对白: 你从上面下来的。｜路上有没有遇到牛头人？｜没有。｜走了几天？｜两天。
  [N1/中] 情境L24 短句三连(最长20字): 他看了看凯尔身后的通道。一个父亲的本能在十四年的孤独之后醒了过来。凯尔点头
  [D4/中] 情境L25 引号内2个。: 我在这里待了十四年。我知道每一条死路长什么样。你花了十五年学精灵语、进裂隙、进Eldoria、一路找到我，
  [D4/中] 情境L25 引号内2个。: 我这辈子最想的事就是再见到你。但你在这里，我就得再担心你。
  [D4/中] 情境L25 引号内2个。: 我已经担心了你十四年。我不想再担心了。
  [D2/中] 情境L26 短对白(3字): 我走。
  [D2/中] 情境L26 短对白(6字): 我们一起走。
  [D6/中] 情境L26 零间隔对话: 真的？|我们一起走。
  [D5/中] 情境L26 4连短对白: 我走。｜真的？｜我们一起走。｜我下来就是为了带你上去。

## Ch757: 一百二十次心跳——十四年的账本 [8：后日谈]
  [D2/中] 情境L14 短对白(5字): 你找到了。
  [D4/中] 情境L14 引号内2个。: 我摔下去的时候它灭了。它是最后一件帝国的东西。
  [N2/严] 情境L15 电报超短句(0字): "
  [D4/中] 情境L16 引号内4个。: 用来记日子。一条鱼刺大概是一天的量。我数过，十四年，大概四千多条。有些刺太小了数不清。
  [N2/严] 情境L16 电报超短句(3字): - 凯尔问
  [D4/中] 情境L17 引号内4个。: 第七条通道。被岩石刮的。那次跑了大概八十次心跳的距离就被堵回来了。牛头人把我拖回去的。
  [D4/中] 情境L19 引号内2个。: 我学精灵语，学太古语，进裂隙，来Eldoria，找了你这么久，我以为我是在追你。现在我知道了。
  [N1/严] 情境L19 短句三连(最长9字): 你在下面跑了十四年。你从来没有停过。"
  [N2/严] 情境L19 电报超短句(0字): "
  [N3/中] 情境L19 电报连发(≤10字×3): 你在下面跑了十四年。你从来没有停过。"
  [D4/中] 情境L20 引号内2个。: 我没能跑出去。一百二十次心跳不够。
  [D2/中] 情境L21 短对白(3字): 够了。
  [D4/中] 情境L21 引号内2个。: 你跑了十四年。剩下的我走。
  [N2/严] 情境L21 电报超短句(3字): - 凯尔说

## Ch768: 裂隙的频率——导力通讯跨过门 [8：后日谈]
  [D4/中] 情境L13 引号内2个。: 收到你的信号。请重复你的身份——你的信号来源坐标在帝国地图上不存在。
  [D4/中] 情境L13 引号内3个。: 乔治·诺姆。托尔兹士官学院VII班，导力工程学。你在校期间改装过三台导力终端，其中一台炸了。
  [D4/中] 情境L13 引号内2个。: 马奇亚斯。你的语气一点没变。
  [D2/中] 情境L14 短对白(5字): 马奇亚斯。
  [D4/中] 情境L14 引号内4个。: 黎恩。他们说你失踪了。任务中失联，搜救无果，七个月。你的名字已经在阵亡名单上了。
  [D4/中] 情境L14 引号内2个。: 给我二十四小时。我父亲能推动临时政府这边。你们那边需要什么？
  [D4/中] 情境L14 引号内4个。: 一个正式的回应。裂隙从来都是门。影牙降临时被撕成了伤口。现在它愈合了。
  [D4/中] 情境L14 引号内3个。: 明白了。这条线路从现在起保持开通。黎恩——欢迎回来。
  [D6/中] 情境L14 零间隔对话: 给我二十四小时。我父亲能推动临时政府这边。你们那边需要什么？|一个正式的回应。裂隙从来都是门。影牙降临时被撕成了伤口。现在它愈合了。

## Ch769: 鳞片与符文——破译 [8：后日谈]
  [N1/严] 情境L12 短句三连(最长11字): 第七章：求偶与婚配习俗。她不该读的。手指已经翻到了那一页
  [N2/严] 情境L14 电报超短句(4字): - 翻不过去
  [N1/中] 情境L16 短句三连(最长14字): 她开始在心里数。石缝里说不挤时他尾巴绕了一圈。送他笔记本时转了一个小圈
  [D2/中] 情境L17 短对白(4字): ...卡兹尔。
  [N2/严] 情境L17 电报超短句(4字): - 最后一条
  [D2/中] 情境L18 短对白(4字): 卡兹尔。
  [N2/严] 情境L18 电报超短句(3字): - 入夜了
  [N1/中] 章节终止条件L22 短句三连(最长20字): 哼歌同行时他放慢脚步是在回应她的调子。掌心相贴比爪子大小是确认彼此温度的第一步。散辫子梳顺是表示在他面前无需保持整齐

## Ch776: 大鸡巴崇拜——主动的羞耻 [8：后日谈]
  [D4/中] 情境L21 引号内2个。: 不疼。你的嘴唇……很暖。
  [D5/中] 情境L21 3连短对白: 疼吗？｜不疼。你的嘴唇……很暖。｜唔……
  [D2/中] 情境L22 短对白(4字): 对不起。
  [D2/中] 情境L25 短对白(4字): 谢谢你。

## Ch778: 门开了——第一条回家的路 [8：后日谈]
  [D2/中] 情境L19 短对白(3字): 谢谢。
  [D1/严] 情境L20 二字崩(2字): 请进
  [D5/中] 情境L20 3连短对白: 你读一下这行。｜请进｜我来了

## Ch780: 满月夜的狼尾巴——菲娜的好奇心（上） [8：后日谈]
  [D4/中] 情境L12 引号内2个。: 守护者。这么晚。
  [D2/中] 情境L12 短对白(4字): 来找你。
  [D4/中] 情境L12 引号内2个。: 营地的男人我都尝过了。但没有一个长老。
  [D1/严] 情境L12 二字崩(0字): 
  [D1/严] 情境L12 二字崩(0字): 
  [D4/中] 情境L12 引号内2个。: 知道。他说别把长老玩坏了。
  [D4/中] 情境L12 引号内2个。: 那么。随你。
  [D2/中] 情境L12 短对白(6字): 那么。随你。
  [D6/中] 情境L12 零间隔对话: |知道。他说别把长老玩坏了。
  [D4/中] 情境L13 引号内2个。: 长老。你的鸡巴比我的脸还大。
  [D1/严] 情境L14 二字崩(2字): 嗯…
  [N1/严] 情境L14 短句三连(最长11字): 发给黎恩。附了一行字：比脸还长哦。黎恩秒回了一个字：操
  [N2/严] 情境L14 电报超短句(4字): 发给黎恩
  [N2/严] 情境L15 电报超短句(4字): 然后射了
  [D4/中] 情境L16 引号内3个。: 长老。你的鸡巴现在是被脚玩的。以前有人用脚玩过你吗。
  [D3/中] 情境L16 疑似问句用句号: 长老。你的鸡巴现在是被脚玩的。以前有人用脚玩过你吗。
  [D2/中] 情境L16 短对白(3字): 没有。
  [D1/严] 情境L16 二字崩(2字): 嗯…
  [D5/中] 情境L16 3连短对白: 没有。｜那我是第一个。｜嗯…
  [N1/中] 情境L16 短句三连(最长14字): 月语者的蓝眼睛低下来看她的脚。月语者沉默了片刻。他说得很轻

## Ch781: 满月夜的狼尾巴——菲娜的好奇心（下） [8：后日谈]
  [D4/中] 情境L20 引号内3个。: 长老。你的鸡巴现在是被脚玩的。以前有人用脚玩过你吗。
  [D3/中] 情境L20 疑似问句用句号: 长老。你的鸡巴现在是被脚玩的。以前有人用脚玩过你吗。
  [D2/中] 情境L20 短对白(3字): 没有。
  [D1/严] 情境L20 二字崩(2字): 嗯…
  [D5/中] 情境L20 3连短对白: 没有。｜那我是第一个。｜嗯…
  [N1/中] 情境L20 短句三连(最长14字): 月语者的蓝眼睛低下来看她的脚。月语者沉默了片刻。他说得很轻
  [D3/中] 情境L21 疑似问句用句号: 前面还没用呢。
  [D1/严] 情境L21 二字崩(2字): 啊…
  [D5/中] 情境L21 4连短对白: 嗯…长老…｜前面还没用呢。｜啊…｜嗯…啊…好深…顶到了…
  [N1/严] 情境L21 短句三连(最长11字): 月语者站起来走到她身后。龟头抵住蜜穴口。很尖所以很容易进去
  [D2/中] 情境L22 短对白(3字): 回来。
  [D2/中] 情境L22 短对白(6字): 你还会再来。
  [D4/中] 情境L22 引号内3个。: 嗯。下次带上黎恩。让他看你干我。
  [D2/中] 情境L22 短对白(6字): 下次带上我。
  [N1/中] 情境L22 短句三连(最长13字): 前面也被干了。他说菲娜小姐的前面也很舒服。黎恩翻身把她压在下面
  [N2/严] 情境L22 电报超短句(2字): 木屋

## Ch782: 月光下的鳞甲——他的语言 [8：后日谈]
  [N2/严] 情境L12 电报超短句(3字): - 月光夜
  [D2/中] 情境L13 短对白(5字): ...你回来了。
  [D1/严] 情境L13 二字崩(1字): 嗯~
  [D4/中] 情境L13 引号内2个。: ...本来是暗灰的。你来了...它就浅了。
  [D6/中] 情境L13 零间隔对话: ...你回来了。|嗯~
  [D2/中] 情境L14 短对白(5字): ...你都记得。
  [D1/严] 情境L14 二字崩(1字): ...嗯~
  [D6/中] 情境L14 零间隔对话: ...你都记得。|...嗯~
  [D5/中] 情境L14 4连短对白: 我们又...｜...你都记得。｜...嗯~｜...我们俩。真是——
  [D2/中] 情境L15 短对白(4字): 卡兹尔。
  [D2/中] 情境L15 短对白(4字): ...有意的。
  [D5/中] 情境L15 3连短对白: 卡兹尔。｜...这次是有意的——｜...有意的。
  [D4/中] 情境L16 引号内2个。: ...我今天来，真的只是想告诉你，我查到了。鳞甲颜色、暖岩石、掌心相贴、散辫子...每一个信号的名字。
  [D2/中] 情境L16 短对白(6字): ...你已经说了。
  [D4/中] 情境L16 引号内2个。: ...然后。又是。
  [D2/中] 情境L16 短对白(6字): ...然后。又是。
  [D2/中] 情境L16 短对白(3字): ...倒霉。
  [D4/中] 情境L16 引号内2个。: ...对。倒霉。
  [D2/中] 情境L16 短对白(5字): ...对。倒霉。
